archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
d1754451-f16a-4bf8-bdeb-815c7ee5f9f1___FAM_B.Rot 3145.JPG,Black_rot,Black_rot,0.825,0.065,0.09,0.02,True
d3bc40cd-beca-449a-9ec3-f50981efe749___FAM_B.Rot 0702.JPG,Black_rot,Black_rot,0.57,0.275,0.145,0.01,True
d4378ee2-b739-4faa-9e85-7f1d37c49f4e___FAM_B.Rot 3134.JPG,Black_rot,Black_rot,0.735,0.075,0.18,0.01,True
d58acc59-80a3-4c13-9b8a-831cc49dd93c___FAM_B.Rot 3627.JPG,Black_rot,Black_rot,0.835,0.105,0.0,0.06,True
d824b284-23c5-4244-aa1b-7858c99872b3___FAM_B.Rot 2997.JPG,Black_rot,Black_rot,0.725,0.085,0.15,0.04,True
d8785cc9-3792-41f4-b929-55497d96fd3a___FAM_B.Rot 5088.JPG,Black_rot,Black_rot,0.945,0.035,0.0,0.02,True
d8c8ca0e-67a1-41dd-a1b1-8900a138dac8___FAM_B.Rot 3048.JPG,Black_rot,Black_rot,0.85,0.125,0.02,0.005,True
dc085020-b7b7-409d-ae76-364cf7df2b93___FAM_B.Rot 3013.JPG,Black_rot,Black_rot,0.825,0.035,0.065,0.075,True
dc51d657-a8d2-46b1-b16e-014478dc364a___FAM_B.Rot 0488.JPG,Black_rot,Black_rot,0.93,0.07,0.0,0.0,True
dc6c5087-2e7e-4512-8861-15f7b881a2f1___FAM_B.Rot 3203.JPG,Black_rot,Black_rot,0.865,0.13,0.0,0.005,True
dd9d9f5b-382d-4348-b878-618b99f19915___FAM_B.Rot 3286.JPG,Black_rot,Black_rot,0.995,0.005,0.0,0.0,True
de422312-2639-46bf-86f4-e8f81a97f296___FAM_B.Rot 0646.JPG,Black_rot,Esca,0.335,0.65,0.015,0.0,False
dec9f28b-299d-4c2d-8e46-89c700aa94c1___FAM_B.Rot 5091.JPG,Black_rot,Black_rot,0.87,0.1,0.0,0.03,True
e034377a-c8b8-4257-8673-e3a0d776c06f___FAM_B.Rot 3327.JPG,Black_rot,Black_rot,0.935,0.06,0.005,0.0,True
e279a08d-52a9-440d-9f23-1dd186e637ad___FAM_B.Rot 3476.JPG,Black_rot,Black_rot,0.905,0.085,0.005,0.005,True
e441a2b0-1428-43b4-bbfc-a938f50e4e39___FAM_B.Rot 0499.JPG,Black_rot,Black_rot,0.785,0.19,0.015,0.01,True
e615e7ad-18b3-431c-b5fd-809aa7909c06___FAM_B.Rot 3276.JPG,Black_rot,Black_rot,0.96,0.04,0.0,0.0,True
e6444b5c-2944-46c8-a188-b9fbb366a931___FAM_B.Rot 0655.JPG,Black_rot,Black_rot,0.665,0.335,0.0,0.0,True
e7cae881-171d-442c-aa19-04b82b6c055d___FAM_B.Rot 0534.JPG,Black_rot,Black_rot,0.88,0.11,0.0,0.01,True
e82a61a4-b7fd-4db6-b2d2-35068d9bb17e___FAM_B.Rot 0496.JPG,Black_rot,Black_rot,0.6,0.38,0.0,0.02,True
e83845d6-8cd7-4dd7-a71e-3a901bc6db06___FAM_B.Rot 0559.JPG,Black_rot,Black_rot,0.805,0.18,0.01,0.005,True
e982ebd2-1228-49d9-8a12-e7160b968770___FAM_B.Rot 5022.JPG,Black_rot,Black_rot,0.79,0.155,0.0,0.055,True
eb651328-cf60-4e40-b61d-0a624cdc21aa___FAM_B.Rot 0366.JPG,Black_rot,Black_rot,0.89,0.105,0.005,0.0,True
ec615758-021e-4ab2-9c11-c622e020ed99___FAM_B.Rot 0624.JPG,Black_rot,Black_rot,0.57,0.395,0.02,0.015,True
ed534915-4d99-4f6b-927d-2ebc57650d9d___FAM_B.Rot 0450.JPG,Black_rot,Black_rot,0.97,0.01,0.01,0.01,True
ed597021-7eeb-4a4f-9328-c99f7c21e9f0___FAM_B.Rot 3426.JPG,Black_rot,Black_rot,0.82,0.02,0.015,0.145,True
ee376899-ae9e-4f14-9e05-11aa9517487f___FAM_B.Rot 0652.JPG,Black_rot,Black_rot,0.6,0.395,0.0,0.005,True
ee45e010-fd06-443a-b845-885ebbcebfd8___FAM_B.Rot 3449.JPG,Black_rot,Black_rot,0.755,0.13,0.01,0.105,True
f00f7ab3-5f23-4088-90e4-c6dcbb08333b___FAM_B.Rot 0588.JPG,Black_rot,Black_rot,0.62,0.045,0.03,0.305,True
f014c5bf-d06a-42c7-8a51-bdfb38c6a815___FAM_B.Rot 0495.JPG,Black_rot,Esca,0.415,0.49,0.015,0.08,False
f5305b02-0f2c-44a4-a572-69a00304687b___FAM_B.Rot 0714.JPG,Black_rot,Black_rot,0.845,0.135,0.015,0.005,True
f56702cc-1ef3-40c6-8f93-cd9ab87c3ed1___FAM_B.Rot 0509.JPG,Black_rot,Black_rot,0.76,0.085,0.12,0.035,True
f5e5fde4-c121-40d8-b4a5-59fe23e83c31___FAM_B.Rot 3434.JPG,Black_rot,Black_rot,0.94,0.055,0.0,0.005,True
f671aef3-95ba-403e-bfc8-8fbb1ca9b5a5___FAM_B.Rot 0425.JPG,Black_rot,Black_rot,0.52,0.14,0.335,0.005,True
f8440406-4060-4fea-afba-25fd341d35a8___FAM_B.Rot 3435.JPG,Black_rot,Black_rot,0.92,0.07,0.0,0.01,True
f8ce6709-9d70-4f6b-bd18-a63147d4c228___FAM_B.Rot 5043.JPG,Black_rot,Black_rot,0.71,0.235,0.0,0.055,True
f8ee6c26-bb61-4956-a3fb-8a96342249fa___FAM_B.Rot 3158.JPG,Black_rot,Black_rot,0.84,0.09,0.055,0.015,True
f8fb0b69-eb91-4772-8a86-41adf65bd2db___FAM_B.Rot 3149.JPG,Black_rot,Black_rot,0.75,0.07,0.1,0.08,True
f90852f3-bbcb-4845-afe2-ea6198b0c3d5___FAM_B.Rot 3455.JPG,Black_rot,Black_rot,0.85,0.125,0.01,0.015,True
fa33303a-2183-4ff9-8a61-71bd6d1fd49f___FAM_B.Rot 3411.JPG,Black_rot,Black_rot,0.545,0.23,0.16,0.065,True
fae1aeea-8bd7-4d59-97cb-3a7dd324e550___FAM_B.Rot 3554.JPG,Black_rot,Leaf_blight,0.39,0.105,0.0,0.505,False
fb6ca3d8-29bc-4103-b309-82aa6d7b1b0b___FAM_B.Rot 0648.JPG,Black_rot,Esca,0.295,0.695,0.0,0.01,False
fbf08736-4641-4943-a4b5-4f86f9b609cc___FAM_B.Rot 3151.JPG,Black_rot,Black_rot,0.6,0.28,0.045,0.075,True
fc114047-c698-4bfd-89dd-ce3173aaffd5___FAM_B.Rot 5038.JPG,Black_rot,Black_rot,0.77,0.175,0.005,0.05,True
fc4a5f21-0d08-479d-b506-2d5eae6d0ac1___FAM_B.Rot 3358.JPG,Black_rot,Black_rot,0.935,0.065,0.0,0.0,True
fc75404e-0b13-4827-8fde-b9b92be735cc___FAM_B.Rot 0330.JPG,Black_rot,Black_rot,0.78,0.185,0.03,0.005,True
fc7cc3d0-caa3-4315-9495-2a29cf8e61b2___FAM_B.Rot 3321.JPG,Black_rot,Black_rot,0.57,0.1,0.185,0.145,True
fccab141-6eac-4889-9ada-7ad19cb346a4___FAM_B.Rot 3096.JPG,Black_rot,Black_rot,0.905,0.055,0.015,0.025,True
fec549a8-893a-4561-8b83-0966cd018fee___FAM_B.Rot 5054.JPG,Black_rot,Black_rot,0.94,0.05,0.005,0.005,True
011f307f-e06b-4604-9419-d940f7b00290___FAM_B.Msls 1096.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
03f815cb-cdcd-4486-a142-f2ac59a4bf48___FAM_B.Msls 4315.JPG,Esca,Esca,0.19,0.745,0.01,0.055,True
048c9e5a-1e7f-4e50-b579-01d7c75b340f___FAM_B.Msls 4050.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
066df51b-4f56-417d-8cf0-b6990b27b952___FAM_B.Msls 4382.JPG,Esca,Esca,0.385,0.56,0.005,0.05,True
06b3cef1-9eeb-4a15-a8c6-429532a64e2e___FAM_B.Msls 4427.JPG,Esca,Esca,0.32,0.545,0.045,0.09,True
06eb73c0-225e-447b-ac67-08be159a73b7___FAM_B.Msls 1225.JPG,Esca,Esca,0.09,0.905,0.0,0.005,True
08fbe786-cf83-4dc7-b281-19dbfcf42c41___FAM_B.Msls 4287.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
09282a81-6cb1-4140-b6a3-6ea517ee31f9___FAM_B.Msls 3928.JPG,Esca,Esca,0.055,0.935,0.0,0.01,True
0ac7f7a3-2748-4f58-ae8d-426cdc5113f4___FAM_B.Msls 4432.JPG,Esca,Esca,0.095,0.88,0.0,0.025,True
0ad02171-f9d0-4d0f-bdbd-36ac7674fafc___FAM_B.Msls 4356.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
0d56d708-22c4-477a-bd29-7c5776dbcf25___FAM_B.Msls 4457.JPG,Esca,Esca,0.015,0.985,0.0,0.0,True
0de65785-c601-41dc-8099-83c73cac21c2___FAM_B.Msls 4094.JPG,Esca,Esca,0.08,0.9,0.01,0.01,True
0e1c89b9-d289-471a-988f-850f4874621e___FAM_B.Msls 3950.JPG,Esca,Esca,0.28,0.52,0.16,0.04,True
0fa9cca0-f4e4-4a1e-925c-1111fc1597f0___FAM_B.Msls 4107.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
100e782c-741d-4e34-948f-0c2e129a0939___FAM_B.Msls 4161.JPG,Esca,Esca,0.04,0.895,0.0,0.065,True
116c6549-0f11-4649-b50f-c0555fa88f6b___FAM_B.Msls 4278.JPG,Esca,Esca,0.01,0.985,0.0,0.005,True
12b10162-dea3-4b1e-9ac6-891775a5daf4___FAM_B.Msls 1284.JPG,Esca,Esca,0.195,0.725,0.015,0.065,True
143f0875-9844-410b-853c-cd8f6a918e63___FAM_B.Msls 3897.JPG,Esca,Esca,0.03,0.945,0.0,0.025,True
14ad3627-cb25-4867-abe0-c6bca7c6a075___FAM_B.Msls 4013.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
15186e0b-3360-4bfa-b84b-3018f735932b___FAM_B.Msls 1835.JPG,Esca,Esca,0.21,0.705,0.01,0.075,True
1597641f-db77-43c9-bd8c-912498c22b15___FAM_B.Msls 0966.JPG,Esca,Esca,0.035,0.925,0.01,0.03,True
17f06d95-a112-4a6f-85ab-c8d29a98a461___FAM_B.Msls 4172.JPG,Esca,Esca,0.065,0.93,0.0,0.005,True
18281818-c3a8-453b-b5fd-6101853e4aca___FAM_B.Msls 3915.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
195d2df2-0618-4683-b7f3-ddb45f30d8e4___FAM_B.Msls 0857.JPG,Esca,Black_rot,0.55,0.395,0.01,0.045,False
1999af4b-48fa-4ea9-b52c-8267a0313007___FAM_B.Msls 1223.JPG,Esca,Esca,0.085,0.905,0.0,0.01,True
1a477ab0-0649-48d4-bbbf-fa3600d9ec03___FAM_B.Msls 1347.JPG,Esca,Esca,0.055,0.935,0.005,0.005,True
1a605788-78ec-4d62-9f87-3ad62309d58f___FAM_B.Msls 4371.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
1ab73b8a-ab8f-499b-a38a-ba59c21f8802___FAM_B.Msls 3871.JPG,Esca,Esca,0.02,0.975,0.0,0.005,True
1c111789-c4cc-4319-8cd2-2d50b891d313___FAM_B.Msls 4209.JPG,Esca,Esca,0.045,0.89,0.0,0.065,True
1c46292e-7ee0-410a-ac41-65b5d0d3a6f4___FAM_B.Msls 0866.JPG,Esca,Black_rot,0.575,0.4,0.005,0.02,False
1cb1a7e1-b930-43c2-a1ee-26b694931955___FAM_B.Msls 4395.JPG,Esca,Esca,0.24,0.735,0.025,0.0,True
1e8bbe2c-7889-4fd1-8e77-dd01959007ab___FAM_B.Msls 0858.JPG,Esca,Black_rot,0.575,0.405,0.01,0.01,False
1eefcad2-d268-4ca4-ab7f-6798395ed2a1___FAM_B.Msls 4368.JPG,Esca,Esca,0.02,0.98,0.0,0.0,True
206a3062-fcf6-4724-a42a-ace810a07afd___FAM_B.Msls 1197.JPG,Esca,Esca,0.17,0.81,0.01,0.01,True
2284b3b4-d74e-4fbe-9296-b04e39ae5acb___FAM_B.Msls 0882.JPG,Esca,Black_rot,0.595,0.39,0.015,0.0,False
22d149ed-9bb5-4c66-8f9f-2a504c3bc8aa___FAM_B.Msls 4067.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
22e90bdf-b3ea-4d94-8dd9-fae2470cdd52___FAM_B.Msls 1175.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
241636c5-aaf6-48bb-9e2c-7d0cd345d87d___FAM_B.Msls 4458.JPG,Esca,Esca,0.055,0.94,0.0,0.005,True
24fc1c43-2c95-4cd5-86ce-bbe9356197eb___FAM_B.Msls 3933.JPG,Esca,Esca,0.135,0.855,0.005,0.005,True
255a469a-6adc-43a7-8567-09cb553ba336___FAM_B.Msls 4293.JPG,Esca,Esca,0.225,0.725,0.02,0.03,True
258f5fc8-e002-4270-933e-b7b12027122c___FAM_B.Msls 4316.JPG,Esca,Esca,0.13,0.565,0.01,0.295,True
25a3f640-8f7b-4bd9-9604-e75406c0ec1a___FAM_B.Msls 1862.JPG,Esca,Esca,0.05,0.87,0.0,0.08,True
25b61f8a-d220-49c9-953e-fa2c8b76f19b___FAM_B.Msls 1863.JPG,Esca,Esca,0.115,0.7,0.015,0.17,True
25d9fdcb-1f52-4d6e-a91f-45da56ad4b06___FAM_B.Msls 3852.JPG,Esca,Esca,0.43,0.495,0.05,0.025,True
26d87fc6-980e-4aa9-9693-0553bf78b313___FAM_B.Msls 4291.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
2850cff3-e262-49b1-af09-051e76e19fa8___FAM_B.Msls 1336.JPG,Esca,Leaf_blight,0.27,0.165,0.0,0.565,False
28a93822-184d-4d73-9fd1-1c3ebf1e72fc___FAM_B.Msls 0861.JPG,Esca,Healthy,0.255,0.26,0.445,0.04,False
28cf6340-9243-42d0-933e-c8afccb91b46___FAM_B.Msls 3970.JPG,Esca,Esca,0.035,0.945,0.0,0.02,True
290a5fb5-12ae-4f0c-befb-39b83b09524a___FAM_B.Msls 1170.JPG,Esca,Esca,0.01,0.99,0.0,0.0,True
2aa5339e-a039-42d9-a492-747e93f884eb___FAM_B.Msls 3967.JPG,Esca,Esca,0.105,0.89,0.0,0.005,True
2ba2c978-74a0-4dff-9e0b-80adfec4dedf___FAM_B.Msls 4035.JPG,Esca,Esca,0.06,0.73,0.01,0.2,True
2bd4541e-4ea6-484d-a490-07e2abe41758___FAM_B.Msls 1122.JPG,Esca,Esca,0.205,0.79,0.0,0.005,True
2bf35b46-3681-4bd2-8491-264ec0fe0e9f___FAM_B.Msls 1050.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
2c4ddcf7-2ad4-4802-a027-59c1b192d7a2___FAM_B.Msls 1123.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
2f3f5ab8-b043-4906-a480-e908dbad8584___FAM_B.Msls 1191.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
2f89c58c-1bc4-40f7-babf-b1f1dc2cffc9___FAM_B.Msls 3969.JPG,Esca,Esca,0.36,0.59,0.01,0.04,True
306da002-f51a-46c7-89fe-8263a22837c9___FAM_B.Msls 1822.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
308affeb-3413-4002-ae48-d76f67c762e6___FAM_B.Msls 0879.JPG,Esca,Black_rot,0.465,0.42,0.1,0.015,False
30c135e6-4806-4b6f-8e2f-1474725795fb___FAM_B.Msls 4275.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
316ccd32-0e9c-40bb-869b-1378cebdb6a0___FAM_B.Msls 0968.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
31dcd664-97e8-4e22-a30d-35014b9737a4___FAM_B.Msls 4350.JPG,Esca,Esca,0.155,0.835,0.01,0.0,True
324974f4-6058-4cc1-9af3-ceaf3bc96867___FAM_B.Msls 1294.JPG,Esca,Esca,0.06,0.93,0.0,0.01,True
3374a5c7-85b1-44a7-92a5-acf497aa3803___FAM_B.Msls 4347.JPG,Esca,Esca,0.07,0.92,0.0,0.01,True
33880a34-ebaa-47df-916a-d65d4662a1c0___FAM_B.Msls 1790.JPG,Esca,Esca,0.005,0.97,0.005,0.02,True
342908ce-8cad-40e9-a422-d7744e079292___FAM_B.Msls 0869.JPG,Esca,Black_rot,0.63,0.365,0.0,0.005,False
344cb30a-eda8-45fe-8708-ca8a2fc4eb53___FAM_B.Msls 4170.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
3573f44b-23da-4c38-8cc5-bb7bee57d598___FAM_B.Msls 3881.JPG,Esca,Esca,0.02,0.975,0.0,0.005,True
35f27251-e796-4906-80a3-1836f8bce8a3___FAM_B.Msls 0916.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
375d0a8d-4722-41c2-afd1-1ae96eff47b1___FAM_B.Msls 1360.JPG,Esca,Esca,0.16,0.78,0.02,0.04,True
37642d48-d6b8-49b6-9190-d0a12bea3f6c___FAM_B.Msls 0851.JPG,Esca,Esca,0.38,0.485,0.045,0.09,True
3a4f2681-0ad1-4ad1-a05b-005592733970___FAM_B.Msls 1037.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
3ac5e3ba-b071-47da-b76b-992e4c3e8bea___FAM_B.Msls 4369.JPG,Esca,Esca,0.045,0.95,0.0,0.005,True
3c00670f-de7b-40d1-b871-49dfd5b84a41___FAM_B.Msls 1290.JPG,Esca,Esca,0.04,0.96,0.0,0.0,True
3e39d83d-d0e4-4b23-8823-30ea2c216aff___FAM_B.Msls 4149.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
40518be1-a5c8-464e-b42e-5b23c9529383___FAM_B.Msls 1085.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
419979ee-6231-4a02-94d1-3bcbdd2b63c3___FAM_B.Msls 4485.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
419a7e1b-a8f5-4ef1-8ff3-4d680dcea8df___FAM_B.Msls 4301.JPG,Esca,Esca,0.015,0.985,0.0,0.0,True
41b072e8-2992-4cdd-8296-90d0b5e8ee1f___FAM_B.Msls 3907.JPG,Esca,Esca,0.085,0.915,0.0,0.0,True
41f42bf8-8120-4535-be6b-a36b52978502___FAM_B.Msls 1329.JPG,Esca,Esca,0.005,0.975,0.01,0.01,True
47443685-01c7-438d-9001-b9b0ff698606___FAM_B.Msls 4406.JPG,Esca,Esca,0.015,0.985,0.0,0.0,True
47b0d5e3-2c8d-4528-8d6d-228deb96fcea___FAM_B.Msls 1826.JPG,Esca,Esca,0.0,0.99,0.0,0.01,True
4b1f2354-fd30-4a68-84df-c6efc783b65a___FAM_B.Msls 1158.JPG,Esca,Esca,0.055,0.945,0.0,0.0,True
4bef5630-93d6-4fe6-b814-a2320bfee67e___FAM_B.Msls 0859.JPG,Esca,Esca,0.39,0.6,0.01,0.0,True
4d32a5c9-2b48-4fcf-ace1-ab0f81def6b7___FAM_B.Msls 4101.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
4eb67c58-2763-46ed-8a2b-9cf59d86585c___FAM_B.Msls 3934.JPG,Esca,Esca,0.345,0.485,0.145,0.025,True
4ff51eae-ad78-4149-8cf6-e3f98c6f25a6___FAM_B.Msls 1275.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
50555c5d-bb92-4113-9468-e51028c75633___FAM_B.Msls 4305.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
50c96798-9450-474d-be57-a4594a948788___FAM_B.Msls 1219.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
50c9b177-aa65-4acf-b0f3-2423aa0ec904___FAM_B.Msls 4497.JPG,Esca,Esca,0.105,0.89,0.005,0.0,True
50fe0099-a071-4a3c-bc9b-de15fd7756a4___FAM_B.Msls 4311.JPG,Esca,Esca,0.15,0.75,0.025,0.075,True
51731b28-e499-4b28-9b25-5e1a63086a8c___FAM_B.Msls 1152.JPG,Esca,Esca,0.26,0.56,0.125,0.055,True
51fa1144-94aa-4cb3-9656-da49c37fa59b___FAM_B.Msls 4119.JPG,Esca,Esca,0.01,0.96,0.0,0.03,True
5328f9e6-5cd8-45de-99b6-539913d389d0___FAM_B.Msls 4003.JPG,Esca,Esca,0.005,0.985,0.0,0.01,True
54b28e48-2e49-4f03-a481-647e19b457e9___FAM_B.Msls 0939.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
553774cb-4861-4eb0-b019-b26cd7013aa1___FAM_B.Msls 1132.JPG,Esca,Esca,0.05,0.905,0.0,0.045,True
55c660e1-023d-41a6-88f5-ebf6ec9bf00a___FAM_B.Msls 1251.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
567493c2-1977-4bcc-aa03-23bad3c8a9f1___FAM_B.Msls 4083.JPG,Esca,Esca,0.01,0.975,0.0,0.015,True
567d4ee8-d891-4ce3-b81c-1351f5db81a5___FAM_B.Msls 3882.JPG,Esca,Esca,0.2,0.78,0.0,0.02,True
57f9b9d4-9fdc-444d-9481-d1d1b155967e___FAM_B.Msls 3886.JPG,Esca,Esca,0.15,0.835,0.005,0.01,True
584e36a1-75df-4581-afce-a14a9aa3cb16___FAM_B.Msls 3890.JPG,Esca,Esca,0.115,0.875,0.0,0.01,True
587ec2ee-443c-4f79-b6bd-9c8b62a8cbe4___FAM_B.Msls 3977.JPG,Esca,Esca,0.125,0.855,0.0,0.02,True
58a7a680-1399-408a-be93-f2d7ee89adb0___FAM_B.Msls 3986.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
59d2cc29-6792-42e2-a853-8e6615f45fd8___FAM_B.Msls 4489.JPG,Esca,Esca,0.09,0.845,0.03,0.035,True
5b00f3c5-f8dc-42a3-a692-dc3da81c7525___FAM_B.Msls 0833.JPG,Esca,Esca,0.26,0.715,0.02,0.005,True
5dee0443-d7d9-4c83-ba8d-31311663c790___FAM_B.Msls 3898.JPG,Esca,Esca,0.135,0.84,0.025,0.0,True
5e734970-c5ec-4900-a040-af25c7ae5754___FAM_B.Msls 0949.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
60201415-8ccf-49d7-8bea-09648905f4ef___FAM_B.Msls 4447.JPG,Esca,Esca,0.34,0.595,0.015,0.05,True
613a1888-69c1-4f3a-82fa-ace896ecae1c___FAM_B.Msls 1211.JPG,Esca,Esca,0.055,0.935,0.0,0.01,True
61ed79cb-7db4-41a2-aaf0-7d0010c3f0b1___FAM_B.Msls 1264.JPG,Esca,Esca,0.215,0.635,0.065,0.085,True
63f3535c-0927-442e-a4ee-ffce62296cb9___FAM_B.Msls 3811.JPG,Esca,Esca,0.25,0.49,0.025,0.235,True
64f1da10-84e0-472c-a863-777e37da5f49___FAM_B.Msls 1295.JPG,Esca,Esca,0.07,0.875,0.0,0.055,True
652b34a8-6a6d-4ebd-96d5-ec221683ca3f___FAM_B.Msls 0929.JPG,Esca,Esca,0.045,0.91,0.0,0.045,True
67b71801-02de-4909-ba7a-e60b0855ccfc___FAM_B.Msls 3868.JPG,Esca,Esca,0.12,0.87,0.0,0.01,True
68508b25-aff4-4a35-959b-31acd9e42430___FAM_B.Msls 1810.JPG,Esca,Esca,0.0,0.97,0.0,0.03,True
6859994c-de46-4b2a-9efd-9ae52f56f1c7___FAM_B.Msls 0972.JPG,Esca,Esca,0.45,0.525,0.005,0.02,True
68bd7afa-d0ff-486e-b4ab-c98a91d492ce___FAM_B.Msls 3830.JPG,Esca,Esca,0.03,0.945,0.005,0.02,True
68c494f0-3238-4210-96c2-cec0c87ad150___FAM_B.Msls 4492.JPG,Esca,Esca,0.04,0.955,0.0,0.005,True
6a3d7f85-1cdb-4a13-85da-ecd3b91fe99f___FAM_B.Msls 4408.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
6cb2bc16-bab3-417d-9bec-4976969546bb___FAM_B.Msls 4463.JPG,Esca,Esca,0.075,0.92,0.0,0.005,True
6e2af83a-9b10-47b6-b053-d5e858a5e25b___FAM_B.Msls 1312.JPG,Esca,Esca,0.005,0.995,0.0,0.0,True
70bc78b7-f512-4e4e-b3e3-b9aaf357e947___FAM_B.Msls 3793.JPG,Esca,Black_rot,0.625,0.325,0.005,0.045,False
70fed7a8-65fc-475a-9459-752e8f98556e___FAM_B.Msls 1177.JPG,Esca,Esca,0.44,0.56,0.0,0.0,True
7112eab8-38fb-4fae-b00f-aa6006a3e67a___FAM_B.Msls 3794.JPG,Esca,Black_rot,0.51,0.45,0.005,0.035,False
71c85a06-efe2-43bd-aaff-34818eb95232___FAM_B.Msls 0900.JPG,Esca,Esca,0.35,0.635,0.0,0.015,True
7272a251-7c94-4550-8b0d-9f948c1c49a2___FAM_B.Msls 4418.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
72a24fb2-e95f-4355-8122-896da4e3e515___FAM_B.Msls 4417.JPG,Esca,Esca,0.185,0.805,0.005,0.005,True
730c6639-9128-44d2-9726-533876c266ac___FAM_B.Msls 1357.JPG,Esca,Esca,0.335,0.49,0.08,0.095,True
745ce798-85c3-4fa6-b743-09d3645b3c4d___FAM_B.Msls 4189.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
75dc7357-a936-4f3b-b099-eaec6ad03527___FAM_B.Msls 1761.JPG,Esca,Black_rot,0.72,0.22,0.01,0.05,False
75ed4810-ffcd-4a23-aa60-3865cc2af70f___FAM_B.Msls 4340.JPG,Esca,Esca,0.2,0.795,0.0,0.005,True
79e261e6-ab89-4675-973c-bf55a6843e35___FAM_B.Msls 4335.JPG,Esca,Esca,0.045,0.95,0.005,0.0,True
7a883f12-060f-4e0a-bd1e-b9100d9cd7d8___FAM_B.Msls 1052.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
7ae3e5e6-397e-4740-a5f5-f3043a093231___FAM_B.Msls 4029.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
7b47e162-0e3e-41c7-93fe-63a1466d7609___FAM_B.Msls 3893.JPG,Esca,Esca,0.045,0.94,0.0,0.015,True
7bcb5a22-1009-43b6-b077-8e84a7c6ba23___FAM_B.Msls 1115.JPG,Esca,Esca,0.025,0.965,0.0,0.01,True
7bcd5517-4745-49e4-93cf-5935f0ea9e3b___FAM_B.Msls 0896.JPG,Esca,Black_rot,0.465,0.46,0.03,0.045,False
7c9f567d-4901-46e5-b31c-f7b77922b910___FAM_B.Msls 0891.JPG,Esca,Esca,0.35,0.635,0.005,0.01,True
7e504a9a-62b9-4472-87e8-272e64af9d4b___FAM_B.Msls 4334.JPG,Esca,Esca,0.185,0.735,0.065,0.015,True
7fd6b840-34c5-4f51-bf28-49d4709b4592___FAM_B.Msls 1843.JPG,Esca,Esca,0.035,0.94,0.005,0.02,True
7fda80a2-5f7e-4e29-bbf4-6d76569e4cb3___FAM_B.Msls 1212.JPG,Esca,Esca,0.055,0.94,0.0,0.005,True
820171f3-a985-424d-920f-f18d30d7c8be___FAM_B.Msls 3812.JPG,Esca,Esca,0.305,0.645,0.0,0.05,True
8442f102-0b5b-479f-8a6e-491b2e906d11___FAM_B.Msls 3863.JPG,Esca,Esca,0.04,0.96,0.0,0.0,True
8444c73a-83ee-49f9-b2f4-6e2e31d66e02___FAM_B.Msls 3927.JPG,Esca,Esca,0.015,0.985,0.0,0.0,True
854f114c-74d1-4dae-a173-e505ef290fac___FAM_B.Msls 4055.JPG,Esca,Esca,0.0,1.0,0.0,0.0,True
86fcf2a5-6964-4caa-aecf-9b42f14b75dc___FAM_B.Msls 3989.JPG,Esca,Esca,0.025,0.975,0.0,0.0,True
86ff07ed-71df-47b7-8af8-c625511935d1___FAM_B.Msls 1265.JPG,Esca,Esca,0.395,0.465,0.065,0.075,True
